itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
UAEREG-03998,construction,Authority Approvals - MOEI,MOEI - Major Project Transport - Inspection Request,"Prepare, coordinate, submit, track and close out the inspection request process for major project transport requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06554,construction,Authority Approvals - TDRA,TDRA - Standard Radio Equipment - Closeout Submission,"Prepare, coordinate, submit, track and close out the closeout submission process for standard radio equipment requirements with TDRA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://tdra.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06555,construction,Authority Approvals - TDRA,TDRA - Standard Radio Equipment - Comment Response,"Prepare, coordinate, submit, track and close out the comment response process for standard radio equipment requirements with TDRA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://tdra.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06556,construction,Authority Approvals - TDRA,TDRA - Standard Radio Equipment - Completion Certificate,"Prepare, coordinate, submit, track and close out the completion certificate process for standard radio equipment requirements with TDRA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://tdra.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06557,construction,Authority Approvals - TDRA,TDRA - Standard Radio Equipment - Document Preparation,"Prepare, coordinate, submit, track and close out the document preparation process for standard radio equipment requirements with TDRA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://tdra.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06558,construction,Authority Approvals - TDRA,TDRA - Standard Radio Equipment - Final Approval,"Prepare, coordinate, submit, track and close out the final approval process for standard radio equipment requirements with TDRA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://tdra.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06559,construction,Authority Approvals - TDRA,TDRA - Standard Radio Equipment - Initial Submission,"Prepare, coordinate, submit, track and close out the initial submission process for standard radio equipment requirements with TDRA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://tdra.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06560,construction,Authority Approvals - TDRA,TDRA - Standard Radio Equipment - Inspection Request,"Prepare, coordinate, submit, track and close out the inspection request process for standard radio equipment requirements with TDRA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://tdra.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06561,construction,Authority Approvals - TDRA,TDRA - Standard Radio Equipment - NOC Application,"Prepare, coordinate, submit, track and close out the noc application process for standard radio equipment requirements with TDRA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://tdra.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06562,construction,Authority Approvals - TDRA,TDRA - Standard Radio Equipment - Permit Application,"Prepare, coordinate, submit, track and close out the permit application process for standard radio equipment requirements with TDRA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://tdra.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06563,construction,Authority Approvals - TDRA,TDRA - Standard Radio Equipment - Pre-Application Consultation,"Prepare, coordinate, submit, track and close out the pre-application consultation process for standard radio equipment requirements with TDRA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://tdra.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06564,construction,Authority Approvals - TDRA,TDRA - Standard Radio Equipment - Renewal or Extension,"Prepare, coordinate, submit, track and close out the renewal or extension process for standard radio equipment requirements with TDRA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://tdra.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06565,construction,Authority Approvals - TDRA,TDRA - Standard Radio Equipment - Resubmission,"Prepare, coordinate, submit, track and close out the resubmission process for standard radio equipment requirements with TDRA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://tdra.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06566,construction,Authority Approvals - TDRA,TDRA - Standard Radio Equipment - Technical Review,"Prepare, coordinate, submit, track and close out the technical review process for standard radio equipment requirements with TDRA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://tdra.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06567,construction,Authority Approvals - TDRA,TDRA - Standard Telecom Regulatory Compliance - Authority Witness Test,"Prepare, coordinate, submit, track and close out the authority witness test process for standard telecom regulatory compliance requirements with TDRA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://tdra.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06568,construction,Authority Approvals - TDRA,TDRA - Standard Telecom Regulatory Compliance - Closeout Submission,"Prepare, coordinate, submit, track and close out the closeout submission process for standard telecom regulatory compliance requirements with TDRA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://tdra.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06569,construction,Authority Approvals - TDRA,TDRA - Standard Telecom Regulatory Compliance - Comment Response,"Prepare, coordinate, submit, track and close out the comment response process for standard telecom regulatory compliance requirements with TDRA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://tdra.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06570,construction,Authority Approvals - TDRA,TDRA - Standard Telecom Regulatory Compliance - Completion Certificate,"Prepare, coordinate, submit, track and close out the completion certificate process for standard telecom regulatory compliance requirements with TDRA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://tdra.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06571,construction,Authority Approvals - TDRA,TDRA - Standard Telecom Regulatory Compliance - Document Preparation,"Prepare, coordinate, submit, track and close out the document preparation process for standard telecom regulatory compliance requirements with TDRA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://tdra.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06572,construction,Authority Approvals - TDRA,TDRA - Standard Telecom Regulatory Compliance - Final Approval,"Prepare, coordinate, submit, track and close out the final approval process for standard telecom regulatory compliance requirements with TDRA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://tdra.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06573,construction,Authority Approvals - TDRA,TDRA - Standard Telecom Regulatory Compliance - Initial Submission,"Prepare, coordinate, submit, track and close out the initial submission process for standard telecom regulatory compliance requirements with TDRA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://tdra.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06574,construction,Authority Approvals - TDRA,TDRA - Standard Telecom Regulatory Compliance - Inspection Request,"Prepare, coordinate, submit, track and close out the inspection request process for standard telecom regulatory compliance requirements with TDRA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://tdra.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06575,construction,Authority Approvals - TDRA,TDRA - Standard Telecom Regulatory Compliance - NOC Application,"Prepare, coordinate, submit, track and close out the noc application process for standard telecom regulatory compliance requirements with TDRA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://tdra.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06576,construction,Authority Approvals - TDRA,TDRA - Standard Telecom Regulatory Compliance - Permit Application,"Prepare, coordinate, submit, track and close out the permit application process for standard telecom regulatory compliance requirements with TDRA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://tdra.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06577,construction,Authority Approvals - TDRA,TDRA - Standard Telecom Regulatory Compliance - Pre-Application Consultation,"Prepare, coordinate, submit, track and close out the pre-application consultation process for standard telecom regulatory compliance requirements with TDRA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://tdra.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06578,construction,Authority Approvals - TDRA,TDRA - Standard Telecom Regulatory Compliance - Renewal or Extension,"Prepare, coordinate, submit, track and close out the renewal or extension process for standard telecom regulatory compliance requirements with TDRA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://tdra.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06579,construction,Authority Approvals - TDRA,TDRA - Standard Telecom Regulatory Compliance - Resubmission,"Prepare, coordinate, submit, track and close out the resubmission process for standard telecom regulatory compliance requirements with TDRA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://tdra.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06580,construction,Authority Approvals - TDRA,TDRA - Standard Telecom Regulatory Compliance - Technical Review,"Prepare, coordinate, submit, track and close out the technical review process for standard telecom regulatory compliance requirements with TDRA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 27 00 00 / 33 82 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://tdra.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06581,construction,Authority Approvals - Trakhees,Trakhees - Expedited Building Permit - Authority Witness Test,"Prepare, coordinate, submit, track and close out the authority witness test process for expedited building permit requirements with Trakhees, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://trakhees.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06582,construction,Authority Approvals - Trakhees,Trakhees - Expedited Building Permit - Closeout Submission,"Prepare, coordinate, submit, track and close out the closeout submission process for expedited building permit requirements with Trakhees, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://trakhees.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06583,construction,Authority Approvals - Trakhees,Trakhees - Expedited Building Permit - Comment Response,"Prepare, coordinate, submit, track and close out the comment response process for expedited building permit requirements with Trakhees, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://trakhees.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06584,construction,Authority Approvals - Trakhees,Trakhees - Expedited Building Permit - Completion Certificate,"Prepare, coordinate, submit, track and close out the completion certificate process for expedited building permit requirements with Trakhees, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://trakhees.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06585,construction,Authority Approvals - Trakhees,Trakhees - Expedited Building Permit - Document Preparation,"Prepare, coordinate, submit, track and close out the document preparation process for expedited building permit requirements with Trakhees, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://trakhees.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06586,construction,Authority Approvals - Trakhees,Trakhees - Expedited Building Permit - Final Approval,"Prepare, coordinate, submit, track and close out the final approval process for expedited building permit requirements with Trakhees, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://trakhees.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06587,construction,Authority Approvals - Trakhees,Trakhees - Expedited Building Permit - Initial Submission,"Prepare, coordinate, submit, track and close out the initial submission process for expedited building permit requirements with Trakhees, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://trakhees.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06588,construction,Authority Approvals - Trakhees,Trakhees - Expedited Building Permit - Inspection Request,"Prepare, coordinate, submit, track and close out the inspection request process for expedited building permit requirements with Trakhees, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://trakhees.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06589,construction,Authority Approvals - Trakhees,Trakhees - Expedited Building Permit - NOC Application,"Prepare, coordinate, submit, track and close out the noc application process for expedited building permit requirements with Trakhees, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://trakhees.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06590,construction,Authority Approvals - Trakhees,Trakhees - Expedited Building Permit - Permit Application,"Prepare, coordinate, submit, track and close out the permit application process for expedited building permit requirements with Trakhees, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://trakhees.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06591,construction,Authority Approvals - Trakhees,Trakhees - Expedited Building Permit - Pre-Application Consultation,"Prepare, coordinate, submit, track and close out the pre-application consultation process for expedited building permit requirements with Trakhees, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://trakhees.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-06592,construction,Authority Approvals - Trakhees,Trakhees - Expedited Building Permit - Renewal or Extension,"Prepare, coordinate, submit, track and close out the renewal or extension process for expedited building permit requirements with Trakhees, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://trakhees.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
