itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
UAEREG-07995,construction,Authority Inspections and Witness Tests,Abu Dhabi Municipality / DMT - Reinspection - Fiber Test Witness,"Arrange, prepare for and attend reinspection fiber test witness with Abu Dhabi Municipality / DMT, including booking, prerecords, calibrated instruments, test team, corrective actions and signed results. | Code Ref: 01 45 00 | Spec: Inspection/Test Type: ___ | Location/System: ___ | Booking Reference: ___ | Date: ___ | Witness Officer: ___ | Calibrated Instruments: ___ | Acceptance Criteria: ___ | Result: ___ | Reinspection Required: ___ | Remarks: Official authority reference: https://www.dmt.gov.ae/ Authority attendance and acceptance criteria must be confirmed before testing.",,test,,,,,,,
UAEREG-09414,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Completion - Application Form,"Prepare and submit application form for completion approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09415,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Completion - As-Built Drawings,"Prepare and submit as-built drawings for completion approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09416,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Completion - Commissioning Report,"Prepare and submit commissioning report for completion approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09417,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Completion - Compliance Statement,"Prepare and submit compliance statement for completion approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09418,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Completion - Design Drawings,"Prepare and submit design drawings for completion approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09419,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Completion - Material Submittal,"Prepare and submit material submittal for completion approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09420,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Completion - Method Statement,"Prepare and submit method statement for completion approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09421,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Completion - NOC Package,"Prepare and submit noc package for completion approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09422,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Completion - Permit Package,"Prepare and submit permit package for completion approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09423,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Completion - Risk Assessment,"Prepare and submit risk assessment for completion approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09424,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Completion - Shop Drawings,"Prepare and submit shop drawings for completion approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09425,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Completion - Technical Calculations,"Prepare and submit technical calculations for completion approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09426,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Completion - Test Certificates,"Prepare and submit test certificates for completion approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09427,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority MEP Approval - Application Form,"Prepare and submit application form for mep approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09428,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority MEP Approval - As-Built Drawings,"Prepare and submit as-built drawings for mep approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09429,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority MEP Approval - Commissioning Report,"Prepare and submit commissioning report for mep approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09430,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority MEP Approval - Compliance Statement,"Prepare and submit compliance statement for mep approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09431,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority MEP Approval - Design Drawings,"Prepare and submit design drawings for mep approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09432,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority MEP Approval - Material Submittal,"Prepare and submit material submittal for mep approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09433,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority MEP Approval - Method Statement,"Prepare and submit method statement for mep approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09434,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority MEP Approval - NOC Package,"Prepare and submit noc package for mep approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09435,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority MEP Approval - Permit Package,"Prepare and submit permit package for mep approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09436,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority MEP Approval - Risk Assessment,"Prepare and submit risk assessment for mep approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09437,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority MEP Approval - Shop Drawings,"Prepare and submit shop drawings for mep approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09438,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority MEP Approval - Technical Calculations,"Prepare and submit technical calculations for mep approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09439,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority MEP Approval - Test Certificates,"Prepare and submit test certificates for mep approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09440,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Planning Approval - Application Form,"Prepare and submit application form for planning approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09441,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Planning Approval - As-Built Drawings,"Prepare and submit as-built drawings for planning approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09442,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Planning Approval - Commissioning Report,"Prepare and submit commissioning report for planning approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09443,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Planning Approval - Compliance Statement,"Prepare and submit compliance statement for planning approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09444,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Planning Approval - Design Drawings,"Prepare and submit design drawings for planning approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09445,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Planning Approval - Material Submittal,"Prepare and submit material submittal for planning approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09446,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Planning Approval - Method Statement,"Prepare and submit method statement for planning approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09447,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Planning Approval - NOC Package,"Prepare and submit noc package for planning approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09448,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Planning Approval - Permit Package,"Prepare and submit permit package for planning approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09449,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Planning Approval - Risk Assessment,"Prepare and submit risk assessment for planning approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09450,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Planning Approval - Shop Drawings,"Prepare and submit shop drawings for planning approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09451,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Planning Approval - Technical Calculations,"Prepare and submit technical calculations for planning approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09452,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Planning Approval - Test Certificates,"Prepare and submit test certificates for planning approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09453,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Structural Approval - Application Form,"Prepare and submit application form for structural approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09454,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Structural Approval - As-Built Drawings,"Prepare and submit as-built drawings for structural approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09455,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Structural Approval - Commissioning Report,"Prepare and submit commissioning report for structural approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09456,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Structural Approval - Compliance Statement,"Prepare and submit compliance statement for structural approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09457,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Structural Approval - Design Drawings,"Prepare and submit design drawings for structural approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09458,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Structural Approval - Material Submittal,"Prepare and submit material submittal for structural approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09459,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Structural Approval - Method Statement,"Prepare and submit method statement for structural approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09460,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Structural Approval - NOC Package,"Prepare and submit noc package for structural approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09461,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Structural Approval - Permit Package,"Prepare and submit permit package for structural approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09462,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Structural Approval - Risk Assessment,"Prepare and submit risk assessment for structural approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
