itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
BIMDD-00001,construction,BIM Models,Authoring - Architectural Model - LOD 100 - RVT,"Prepare, coordinate and submit LOD 100 architectural BIM model for authoring in RVT format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02477,construction,BIM Models,Update - Architectural Model - LOD 400 - DWG,"Prepare, coordinate and submit LOD 400 architectural BIM model for update in DWG format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02478,construction,BIM Models,Update - Architectural Model - LOD 400 - BCF,"Prepare, coordinate and submit LOD 400 architectural BIM model for update in BCF format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02479,construction,BIM Models,Update - Architectural Model - LOD 400 - COBie,"Prepare, coordinate and submit LOD 400 architectural BIM model for update in COBie format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02480,construction,BIM Models,Update - Architectural Model - LOD 400 - PDF,"Prepare, coordinate and submit LOD 400 architectural BIM model for update in PDF format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02481,construction,BIM Models,Coordination - Architectural Model - LOD 400 - RVT,"Prepare, coordinate and submit LOD 400 architectural BIM model for coordination in RVT format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02482,construction,BIM Models,Coordination - Architectural Model - LOD 400 - IFC,"Prepare, coordinate and submit LOD 400 architectural BIM model for coordination in IFC format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02483,construction,BIM Models,Coordination - Architectural Model - LOD 400 - NWC,"Prepare, coordinate and submit LOD 400 architectural BIM model for coordination in NWC format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02484,construction,BIM Models,Coordination - Architectural Model - LOD 400 - NWD,"Prepare, coordinate and submit LOD 400 architectural BIM model for coordination in NWD format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02485,construction,BIM Models,Coordination - Architectural Model - LOD 400 - DWG,"Prepare, coordinate and submit LOD 400 architectural BIM model for coordination in DWG format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02486,construction,BIM Models,Coordination - Architectural Model - LOD 400 - BCF,"Prepare, coordinate and submit LOD 400 architectural BIM model for coordination in BCF format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02487,construction,BIM Models,Coordination - Architectural Model - LOD 400 - COBie,"Prepare, coordinate and submit LOD 400 architectural BIM model for coordination in COBie format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02488,construction,BIM Models,Coordination - Architectural Model - LOD 400 - PDF,"Prepare, coordinate and submit LOD 400 architectural BIM model for coordination in PDF format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02489,construction,BIM Models,Review - Architectural Model - LOD 400 - RVT,"Prepare, coordinate and submit LOD 400 architectural BIM model for review in RVT format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02490,construction,BIM Models,Review - Architectural Model - LOD 400 - IFC,"Prepare, coordinate and submit LOD 400 architectural BIM model for review in IFC format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02491,construction,BIM Models,Review - Architectural Model - LOD 400 - NWC,"Prepare, coordinate and submit LOD 400 architectural BIM model for review in NWC format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02492,construction,BIM Models,Review - Architectural Model - LOD 400 - NWD,"Prepare, coordinate and submit LOD 400 architectural BIM model for review in NWD format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02493,construction,BIM Models,Review - Architectural Model - LOD 400 - DWG,"Prepare, coordinate and submit LOD 400 architectural BIM model for review in DWG format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02494,construction,BIM Models,Review - Architectural Model - LOD 400 - BCF,"Prepare, coordinate and submit LOD 400 architectural BIM model for review in BCF format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02495,construction,BIM Models,Review - Architectural Model - LOD 400 - COBie,"Prepare, coordinate and submit LOD 400 architectural BIM model for review in COBie format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02496,construction,BIM Models,Review - Architectural Model - LOD 400 - PDF,"Prepare, coordinate and submit LOD 400 architectural BIM model for review in PDF format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02497,construction,BIM Models,Validation - Architectural Model - LOD 400 - RVT,"Prepare, coordinate and submit LOD 400 architectural BIM model for validation in RVT format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02498,construction,BIM Models,Validation - Architectural Model - LOD 400 - IFC,"Prepare, coordinate and submit LOD 400 architectural BIM model for validation in IFC format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02499,construction,BIM Models,Validation - Architectural Model - LOD 400 - NWC,"Prepare, coordinate and submit LOD 400 architectural BIM model for validation in NWC format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02500,construction,BIM Models,Validation - Architectural Model - LOD 400 - NWD,"Prepare, coordinate and submit LOD 400 architectural BIM model for validation in NWD format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02501,construction,BIM Models,Validation - Architectural Model - LOD 400 - DWG,"Prepare, coordinate and submit LOD 400 architectural BIM model for validation in DWG format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02502,construction,BIM Models,Validation - Architectural Model - LOD 400 - BCF,"Prepare, coordinate and submit LOD 400 architectural BIM model for validation in BCF format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02503,construction,BIM Models,Validation - Architectural Model - LOD 400 - COBie,"Prepare, coordinate and submit LOD 400 architectural BIM model for validation in COBie format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02504,construction,BIM Models,Validation - Architectural Model - LOD 400 - PDF,"Prepare, coordinate and submit LOD 400 architectural BIM model for validation in PDF format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02505,construction,BIM Models,Approval - Architectural Model - LOD 400 - RVT,"Prepare, coordinate and submit LOD 400 architectural BIM model for approval in RVT format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02506,construction,BIM Models,Approval - Architectural Model - LOD 400 - IFC,"Prepare, coordinate and submit LOD 400 architectural BIM model for approval in IFC format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02507,construction,BIM Models,Approval - Architectural Model - LOD 400 - NWC,"Prepare, coordinate and submit LOD 400 architectural BIM model for approval in NWC format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02508,construction,BIM Models,Approval - Architectural Model - LOD 400 - NWD,"Prepare, coordinate and submit LOD 400 architectural BIM model for approval in NWD format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02509,construction,BIM Models,Approval - Architectural Model - LOD 400 - DWG,"Prepare, coordinate and submit LOD 400 architectural BIM model for approval in DWG format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02510,construction,BIM Models,Approval - Architectural Model - LOD 400 - BCF,"Prepare, coordinate and submit LOD 400 architectural BIM model for approval in BCF format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02511,construction,BIM Models,Approval - Architectural Model - LOD 400 - COBie,"Prepare, coordinate and submit LOD 400 architectural BIM model for approval in COBie format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02512,construction,BIM Models,Approval - Architectural Model - LOD 400 - PDF,"Prepare, coordinate and submit LOD 400 architectural BIM model for approval in PDF format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02513,construction,BIM Models,Final Submission - Architectural Model - LOD 400 - RVT,"Prepare, coordinate and submit LOD 400 architectural BIM model for final submission in RVT format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02514,construction,BIM Models,Final Submission - Architectural Model - LOD 400 - IFC,"Prepare, coordinate and submit LOD 400 architectural BIM model for final submission in IFC format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02515,construction,BIM Models,Final Submission - Architectural Model - LOD 400 - NWC,"Prepare, coordinate and submit LOD 400 architectural BIM model for final submission in NWC format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02516,construction,BIM Models,Final Submission - Architectural Model - LOD 400 - NWD,"Prepare, coordinate and submit LOD 400 architectural BIM model for final submission in NWD format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02517,construction,BIM Models,Final Submission - Architectural Model - LOD 400 - DWG,"Prepare, coordinate and submit LOD 400 architectural BIM model for final submission in DWG format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02518,construction,BIM Models,Final Submission - Architectural Model - LOD 400 - BCF,"Prepare, coordinate and submit LOD 400 architectural BIM model for final submission in BCF format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02519,construction,BIM Models,Final Submission - Architectural Model - LOD 400 - COBie,"Prepare, coordinate and submit LOD 400 architectural BIM model for final submission in COBie format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02520,construction,BIM Models,Final Submission - Architectural Model - LOD 400 - PDF,"Prepare, coordinate and submit LOD 400 architectural BIM model for final submission in PDF format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02521,construction,BIM Models,Authoring - Structural Model - LOD 400 - RVT,"Prepare, coordinate and submit LOD 400 structural BIM model for authoring in RVT format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02522,construction,BIM Models,Authoring - Structural Model - LOD 400 - IFC,"Prepare, coordinate and submit LOD 400 structural BIM model for authoring in IFC format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02523,construction,BIM Models,Authoring - Structural Model - LOD 400 - NWC,"Prepare, coordinate and submit LOD 400 structural BIM model for authoring in NWC format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02524,construction,BIM Models,Authoring - Structural Model - LOD 400 - NWD,"Prepare, coordinate and submit LOD 400 structural BIM model for authoring in NWD format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02525,construction,BIM Models,Authoring - Structural Model - LOD 400 - DWG,"Prepare, coordinate and submit LOD 400 structural BIM model for authoring in DWG format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02526,construction,BIM Models,Authoring - Structural Model - LOD 400 - BCF,"Prepare, coordinate and submit LOD 400 structural BIM model for authoring in BCF format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02527,construction,BIM Models,Authoring - Structural Model - LOD 400 - COBie,"Prepare, coordinate and submit LOD 400 structural BIM model for authoring in COBie format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02528,construction,BIM Models,Authoring - Structural Model - LOD 400 - PDF,"Prepare, coordinate and submit LOD 400 structural BIM model for authoring in PDF format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02529,construction,BIM Models,Update - Structural Model - LOD 400 - RVT,"Prepare, coordinate and submit LOD 400 structural BIM model for update in RVT format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02530,construction,BIM Models,Update - Structural Model - LOD 400 - IFC,"Prepare, coordinate and submit LOD 400 structural BIM model for update in IFC format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02531,construction,BIM Models,Update - Structural Model - LOD 400 - NWC,"Prepare, coordinate and submit LOD 400 structural BIM model for update in NWC format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02532,construction,BIM Models,Update - Structural Model - LOD 400 - NWD,"Prepare, coordinate and submit LOD 400 structural BIM model for update in NWD format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
