itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-06514,plumbing,Piping Systems,Non-Potable Water - PPR - Pipe Sleeve - 250-400 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission PPR pipe sleeve for non-potable water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-07739,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Eccentric Reducer - 15-25 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater eccentric reducer for rainwater drainage, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07740,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Eccentric Reducer - 250-400 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater eccentric reducer for rainwater drainage, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07741,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Eccentric Reducer - 32-50 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater eccentric reducer for rainwater drainage, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07742,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Eccentric Reducer - 65-100 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater eccentric reducer for rainwater drainage, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07743,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - End Cap - 125-200 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater end cap for rainwater drainage, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07744,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - End Cap - 15-25 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater end cap for rainwater drainage, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07745,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - End Cap - 250-400 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater end cap for rainwater drainage, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07746,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - End Cap - 32-50 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater end cap for rainwater drainage, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07747,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - End Cap - 65-100 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater end cap for rainwater drainage, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07748,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Equal Tee - 125-200 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater equal tee for rainwater drainage, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07749,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Equal Tee - 15-25 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater equal tee for rainwater drainage, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07750,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Equal Tee - 250-400 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater equal tee for rainwater drainage, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07751,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Equal Tee - 32-50 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater equal tee for rainwater drainage, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07752,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Equal Tee - 65-100 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater equal tee for rainwater drainage, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07753,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Expansion Joint - 125-200 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater expansion joint for rainwater drainage, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07754,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Expansion Joint - 15-25 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater expansion joint for rainwater drainage, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07755,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Expansion Joint - 250-400 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater expansion joint for rainwater drainage, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07756,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Expansion Joint - 32-50 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater expansion joint for rainwater drainage, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07757,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Expansion Joint - 65-100 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater expansion joint for rainwater drainage, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07758,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Flange Adaptor - 125-200 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater flange adaptor for rainwater drainage, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07759,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Flange Adaptor - 15-25 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater flange adaptor for rainwater drainage, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07760,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Flange Adaptor - 250-400 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater flange adaptor for rainwater drainage, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07761,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Flange Adaptor - 32-50 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater flange adaptor for rainwater drainage, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07762,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Flange Adaptor - 65-100 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater flange adaptor for rainwater drainage, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07763,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Flexible Connector - 125-200 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater flexible connector for rainwater drainage, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07764,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Flexible Connector - 15-25 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater flexible connector for rainwater drainage, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07765,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Flexible Connector - 250-400 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater flexible connector for rainwater drainage, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07766,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Flexible Connector - 32-50 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater flexible connector for rainwater drainage, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07767,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Flexible Connector - 65-100 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater flexible connector for rainwater drainage, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07768,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Mechanical Joint - 125-200 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater mechanical joint for rainwater drainage, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07769,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Mechanical Joint - 15-25 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater mechanical joint for rainwater drainage, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07770,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Mechanical Joint - 250-400 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater mechanical joint for rainwater drainage, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07771,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Mechanical Joint - 32-50 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater mechanical joint for rainwater drainage, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07772,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Mechanical Joint - 65-100 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater mechanical joint for rainwater drainage, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07773,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Pipe Sleeve - 125-200 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater pipe sleeve for rainwater drainage, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07774,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Pipe Sleeve - 15-25 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater pipe sleeve for rainwater drainage, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07775,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Pipe Sleeve - 250-400 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater pipe sleeve for rainwater drainage, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07776,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Pipe Sleeve - 32-50 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater pipe sleeve for rainwater drainage, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07777,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Pipe Sleeve - 65-100 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater pipe sleeve for rainwater drainage, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07778,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Puddle Flange - 125-200 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater puddle flange for rainwater drainage, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07779,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Puddle Flange - 15-25 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater puddle flange for rainwater drainage, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07780,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Puddle Flange - 250-400 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater puddle flange for rainwater drainage, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07781,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Puddle Flange - 32-50 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater puddle flange for rainwater drainage, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07782,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Puddle Flange - 65-100 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater puddle flange for rainwater drainage, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07783,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Reducing Tee - 125-200 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater reducing tee for rainwater drainage, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07784,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Reducing Tee - 15-25 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater reducing tee for rainwater drainage, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07785,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Reducing Tee - 250-400 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater reducing tee for rainwater drainage, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07786,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Reducing Tee - 32-50 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater reducing tee for rainwater drainage, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
