itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-09514,plumbing,Piping Systems,Sewage Rising Main - HDPE PE100 - Mechanical Joint - 125-200 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission HDPE PE100 mechanical joint for sewage rising main, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-10194,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Mechanical Joint - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 mechanical joint for swimming pool circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10195,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Mechanical Joint - 250-400 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 mechanical joint for swimming pool circulation, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10196,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Mechanical Joint - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 mechanical joint for swimming pool circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10197,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Mechanical Joint - 65-100 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 mechanical joint for swimming pool circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10198,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Pipe Sleeve - 125-200 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 pipe sleeve for swimming pool circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10199,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Pipe Sleeve - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 pipe sleeve for swimming pool circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10200,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Pipe Sleeve - 250-400 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 pipe sleeve for swimming pool circulation, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10201,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Pipe Sleeve - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 pipe sleeve for swimming pool circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10202,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Pipe Sleeve - 65-100 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 pipe sleeve for swimming pool circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10203,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Puddle Flange - 125-200 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 puddle flange for swimming pool circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10204,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Puddle Flange - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 puddle flange for swimming pool circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10205,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Puddle Flange - 250-400 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 puddle flange for swimming pool circulation, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10206,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Puddle Flange - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 puddle flange for swimming pool circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10207,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Puddle Flange - 65-100 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 puddle flange for swimming pool circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10208,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Reducing Tee - 125-200 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 reducing tee for swimming pool circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10209,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Reducing Tee - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 reducing tee for swimming pool circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10210,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Reducing Tee - 250-400 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 reducing tee for swimming pool circulation, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10211,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Reducing Tee - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 reducing tee for swimming pool circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10212,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Reducing Tee - 65-100 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 reducing tee for swimming pool circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10213,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Straight Pipe - 125-200 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 straight pipe for swimming pool circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,LM,,,,,,,
PLUMB-10214,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Straight Pipe - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 straight pipe for swimming pool circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,LM,,,,,,,
PLUMB-10215,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Straight Pipe - 250-400 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 straight pipe for swimming pool circulation, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,LM,,,,,,,
PLUMB-10216,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Straight Pipe - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 straight pipe for swimming pool circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,LM,,,,,,,
PLUMB-10217,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Straight Pipe - 65-100 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 straight pipe for swimming pool circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,LM,,,,,,,
PLUMB-10218,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Union - 125-200 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 union for swimming pool circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10219,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Union - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 union for swimming pool circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10220,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Union - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 union for swimming pool circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10221,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Union - 65-100 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 union for swimming pool circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10222,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Wall Flange - 125-200 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 wall flange for swimming pool circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10223,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Wall Flange - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 wall flange for swimming pool circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10224,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Wall Flange - 250-400 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 wall flange for swimming pool circulation, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10225,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Wall Flange - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 wall flange for swimming pool circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10226,plumbing,Piping Systems,Swimming Pool Circulation - HDPE PE100 - Wall Flange - 65-100 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission HDPE PE100 wall flange for swimming pool circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10227,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - 45 Degree Elbow - 125-200 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure 45 degree elbow for swimming pool circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10228,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - 45 Degree Elbow - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure 45 degree elbow for swimming pool circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10229,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - 45 Degree Elbow - 250-400 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure 45 degree elbow for swimming pool circulation, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10230,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - 45 Degree Elbow - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure 45 degree elbow for swimming pool circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10231,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - 45 Degree Elbow - 65-100 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure 45 degree elbow for swimming pool circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10232,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - 90 Degree Elbow - 125-200 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure 90 degree elbow for swimming pool circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10233,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - 90 Degree Elbow - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure 90 degree elbow for swimming pool circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10234,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - 90 Degree Elbow - 250-400 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure 90 degree elbow for swimming pool circulation, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10235,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - 90 Degree Elbow - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure 90 degree elbow for swimming pool circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10236,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - 90 Degree Elbow - 65-100 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure 90 degree elbow for swimming pool circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10237,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - Access Fitting - 125-200 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure access fitting for swimming pool circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10238,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - Access Fitting - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure access fitting for swimming pool circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10239,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - Access Fitting - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure access fitting for swimming pool circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10240,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - Access Fitting - 65-100 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure access fitting for swimming pool circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10241,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - Cleanout Fitting - 125-200 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure cleanout fitting for swimming pool circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
