itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-11396,plumbing,Valves and Piping Specialties,Domestic Cold Water - Air Release Valve - 125-200 mm,"Subcategory: Domestic Cold Water | Supply, install, test and commission air release valve for domestic cold water, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12028,plumbing,Valves and Piping Specialties,Hot Water Return - Backflow Preventer - 32-50 mm,"Subcategory: Hot Water Return | Supply, install, test and commission backflow preventer for hot water return, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12029,plumbing,Valves and Piping Specialties,Hot Water Return - Backflow Preventer - 65-100 mm,"Subcategory: Hot Water Return | Supply, install, test and commission backflow preventer for hot water return, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12030,plumbing,Valves and Piping Specialties,Hot Water Return - Balancing Valve - 125-200 mm,"Subcategory: Hot Water Return | Supply, install, test and commission balancing valve for hot water return, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12031,plumbing,Valves and Piping Specialties,Hot Water Return - Balancing Valve - 15-25 mm,"Subcategory: Hot Water Return | Supply, install, test and commission balancing valve for hot water return, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12032,plumbing,Valves and Piping Specialties,Hot Water Return - Balancing Valve - 250-400 mm,"Subcategory: Hot Water Return | Supply, install, test and commission balancing valve for hot water return, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12033,plumbing,Valves and Piping Specialties,Hot Water Return - Balancing Valve - 32-50 mm,"Subcategory: Hot Water Return | Supply, install, test and commission balancing valve for hot water return, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12034,plumbing,Valves and Piping Specialties,Hot Water Return - Balancing Valve - 65-100 mm,"Subcategory: Hot Water Return | Supply, install, test and commission balancing valve for hot water return, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12035,plumbing,Valves and Piping Specialties,Hot Water Return - Ball Valve - 125-200 mm,"Subcategory: Hot Water Return | Supply, install, test and commission ball valve for hot water return, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12036,plumbing,Valves and Piping Specialties,Hot Water Return - Ball Valve - 15-25 mm,"Subcategory: Hot Water Return | Supply, install, test and commission ball valve for hot water return, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12037,plumbing,Valves and Piping Specialties,Hot Water Return - Ball Valve - 32-50 mm,"Subcategory: Hot Water Return | Supply, install, test and commission ball valve for hot water return, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12038,plumbing,Valves and Piping Specialties,Hot Water Return - Ball Valve - 65-100 mm,"Subcategory: Hot Water Return | Supply, install, test and commission ball valve for hot water return, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12039,plumbing,Valves and Piping Specialties,Hot Water Return - Basket Strainer - 125-200 mm,"Subcategory: Hot Water Return | Supply, install, test and commission basket strainer for hot water return, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12040,plumbing,Valves and Piping Specialties,Hot Water Return - Basket Strainer - 15-25 mm,"Subcategory: Hot Water Return | Supply, install, test and commission basket strainer for hot water return, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12041,plumbing,Valves and Piping Specialties,Hot Water Return - Basket Strainer - 250-400 mm,"Subcategory: Hot Water Return | Supply, install, test and commission basket strainer for hot water return, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12042,plumbing,Valves and Piping Specialties,Hot Water Return - Basket Strainer - 32-50 mm,"Subcategory: Hot Water Return | Supply, install, test and commission basket strainer for hot water return, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12043,plumbing,Valves and Piping Specialties,Hot Water Return - Basket Strainer - 65-100 mm,"Subcategory: Hot Water Return | Supply, install, test and commission basket strainer for hot water return, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12044,plumbing,Valves and Piping Specialties,Hot Water Return - Butterfly Valve - 125-200 mm,"Subcategory: Hot Water Return | Supply, install, test and commission butterfly valve for hot water return, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12045,plumbing,Valves and Piping Specialties,Hot Water Return - Butterfly Valve - 15-25 mm,"Subcategory: Hot Water Return | Supply, install, test and commission butterfly valve for hot water return, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12046,plumbing,Valves and Piping Specialties,Hot Water Return - Butterfly Valve - 250-400 mm,"Subcategory: Hot Water Return | Supply, install, test and commission butterfly valve for hot water return, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12047,plumbing,Valves and Piping Specialties,Hot Water Return - Butterfly Valve - 32-50 mm,"Subcategory: Hot Water Return | Supply, install, test and commission butterfly valve for hot water return, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12048,plumbing,Valves and Piping Specialties,Hot Water Return - Butterfly Valve - 65-100 mm,"Subcategory: Hot Water Return | Supply, install, test and commission butterfly valve for hot water return, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12049,plumbing,Valves and Piping Specialties,Hot Water Return - Check Valve - 125-200 mm,"Subcategory: Hot Water Return | Supply, install, test and commission check valve for hot water return, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12050,plumbing,Valves and Piping Specialties,Hot Water Return - Check Valve - 15-25 mm,"Subcategory: Hot Water Return | Supply, install, test and commission check valve for hot water return, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12051,plumbing,Valves and Piping Specialties,Hot Water Return - Check Valve - 250-400 mm,"Subcategory: Hot Water Return | Supply, install, test and commission check valve for hot water return, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12052,plumbing,Valves and Piping Specialties,Hot Water Return - Check Valve - 32-50 mm,"Subcategory: Hot Water Return | Supply, install, test and commission check valve for hot water return, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12053,plumbing,Valves and Piping Specialties,Hot Water Return - Check Valve - 65-100 mm,"Subcategory: Hot Water Return | Supply, install, test and commission check valve for hot water return, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12054,plumbing,Valves and Piping Specialties,Hot Water Return - Commissioning Valve - 125-200 mm,"Subcategory: Hot Water Return | Supply, install, test and commission commissioning valve for hot water return, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12055,plumbing,Valves and Piping Specialties,Hot Water Return - Commissioning Valve - 15-25 mm,"Subcategory: Hot Water Return | Supply, install, test and commission commissioning valve for hot water return, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12056,plumbing,Valves and Piping Specialties,Hot Water Return - Commissioning Valve - 250-400 mm,"Subcategory: Hot Water Return | Supply, install, test and commission commissioning valve for hot water return, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12057,plumbing,Valves and Piping Specialties,Hot Water Return - Commissioning Valve - 32-50 mm,"Subcategory: Hot Water Return | Supply, install, test and commission commissioning valve for hot water return, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12058,plumbing,Valves and Piping Specialties,Hot Water Return - Commissioning Valve - 65-100 mm,"Subcategory: Hot Water Return | Supply, install, test and commission commissioning valve for hot water return, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12059,plumbing,Valves and Piping Specialties,Hot Water Return - Double Check Valve - 125-200 mm,"Subcategory: Hot Water Return | Supply, install, test and commission double check valve for hot water return, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12060,plumbing,Valves and Piping Specialties,Hot Water Return - Double Check Valve - 15-25 mm,"Subcategory: Hot Water Return | Supply, install, test and commission double check valve for hot water return, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12061,plumbing,Valves and Piping Specialties,Hot Water Return - Double Check Valve - 250-400 mm,"Subcategory: Hot Water Return | Supply, install, test and commission double check valve for hot water return, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12062,plumbing,Valves and Piping Specialties,Hot Water Return - Double Check Valve - 32-50 mm,"Subcategory: Hot Water Return | Supply, install, test and commission double check valve for hot water return, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12063,plumbing,Valves and Piping Specialties,Hot Water Return - Double Check Valve - 65-100 mm,"Subcategory: Hot Water Return | Supply, install, test and commission double check valve for hot water return, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12064,plumbing,Valves and Piping Specialties,Hot Water Return - Drain Valve - 125-200 mm,"Subcategory: Hot Water Return | Supply, install, test and commission drain valve for hot water return, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12065,plumbing,Valves and Piping Specialties,Hot Water Return - Drain Valve - 15-25 mm,"Subcategory: Hot Water Return | Supply, install, test and commission drain valve for hot water return, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12066,plumbing,Valves and Piping Specialties,Hot Water Return - Drain Valve - 250-400 mm,"Subcategory: Hot Water Return | Supply, install, test and commission drain valve for hot water return, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12067,plumbing,Valves and Piping Specialties,Hot Water Return - Drain Valve - 32-50 mm,"Subcategory: Hot Water Return | Supply, install, test and commission drain valve for hot water return, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12068,plumbing,Valves and Piping Specialties,Hot Water Return - Drain Valve - 65-100 mm,"Subcategory: Hot Water Return | Supply, install, test and commission drain valve for hot water return, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12069,plumbing,Valves and Piping Specialties,Hot Water Return - Expansion Compensator - 125-200 mm,"Subcategory: Hot Water Return | Supply, install, test and commission expansion compensator for hot water return, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12070,plumbing,Valves and Piping Specialties,Hot Water Return - Expansion Compensator - 15-25 mm,"Subcategory: Hot Water Return | Supply, install, test and commission expansion compensator for hot water return, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12071,plumbing,Valves and Piping Specialties,Hot Water Return - Expansion Compensator - 250-400 mm,"Subcategory: Hot Water Return | Supply, install, test and commission expansion compensator for hot water return, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12072,plumbing,Valves and Piping Specialties,Hot Water Return - Expansion Compensator - 32-50 mm,"Subcategory: Hot Water Return | Supply, install, test and commission expansion compensator for hot water return, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12073,plumbing,Valves and Piping Specialties,Hot Water Return - Expansion Compensator - 65-100 mm,"Subcategory: Hot Water Return | Supply, install, test and commission expansion compensator for hot water return, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12074,plumbing,Valves and Piping Specialties,Hot Water Return - Flexible Connector - 125-200 mm,"Subcategory: Hot Water Return | Supply, install, test and commission flexible connector for hot water return, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12075,plumbing,Valves and Piping Specialties,Hot Water Return - Flexible Connector - 15-25 mm,"Subcategory: Hot Water Return | Supply, install, test and commission flexible connector for hot water return, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12076,plumbing,Valves and Piping Specialties,Hot Water Return - Flexible Connector - 250-400 mm,"Subcategory: Hot Water Return | Supply, install, test and commission flexible connector for hot water return, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12077,plumbing,Valves and Piping Specialties,Hot Water Return - Flexible Connector - 32-50 mm,"Subcategory: Hot Water Return | Supply, install, test and commission flexible connector for hot water return, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12078,plumbing,Valves and Piping Specialties,Hot Water Return - Flexible Connector - 65-100 mm,"Subcategory: Hot Water Return | Supply, install, test and commission flexible connector for hot water return, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12079,plumbing,Valves and Piping Specialties,Hot Water Return - Float Valve - 125-200 mm,"Subcategory: Hot Water Return | Supply, install, test and commission float valve for hot water return, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12080,plumbing,Valves and Piping Specialties,Hot Water Return - Float Valve - 15-25 mm,"Subcategory: Hot Water Return | Supply, install, test and commission float valve for hot water return, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
