itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-00514,plumbing,Piping Systems,Compressed Air - Aluminum Modular Air Pipe - 45 Degree Elbow - 15-25 mm,"Subcategory: Compressed Air | Supply, install, joint, support, identify, test and commission Aluminum Modular Air Pipe 45 degree elbow for compressed air, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 61 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Working Pressure: ___ | Air Quality Class: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-01770,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - 90 Degree Elbow - 65-100 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX 90 degree elbow for domestic cold water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01771,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Access Fitting - 125-200 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX access fitting for domestic cold water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01772,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Access Fitting - 15-25 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX access fitting for domestic cold water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01773,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Access Fitting - 32-50 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX access fitting for domestic cold water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01774,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Access Fitting - 65-100 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX access fitting for domestic cold water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01775,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Cleanout Fitting - 125-200 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX cleanout fitting for domestic cold water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01776,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Cleanout Fitting - 15-25 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX cleanout fitting for domestic cold water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01777,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Cleanout Fitting - 32-50 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX cleanout fitting for domestic cold water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01778,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Cleanout Fitting - 65-100 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX cleanout fitting for domestic cold water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01779,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Concentric Reducer - 125-200 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX concentric reducer for domestic cold water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01780,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Concentric Reducer - 15-25 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX concentric reducer for domestic cold water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01781,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Concentric Reducer - 250-400 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX concentric reducer for domestic cold water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01782,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Concentric Reducer - 32-50 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX concentric reducer for domestic cold water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01783,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Concentric Reducer - 65-100 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX concentric reducer for domestic cold water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01784,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Coupling - 125-200 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX coupling for domestic cold water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01785,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Coupling - 15-25 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX coupling for domestic cold water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01786,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Coupling - 250-400 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX coupling for domestic cold water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01787,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Coupling - 32-50 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX coupling for domestic cold water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01788,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Coupling - 65-100 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX coupling for domestic cold water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01789,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Dismantling Joint - 125-200 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX dismantling joint for domestic cold water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01790,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Dismantling Joint - 15-25 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX dismantling joint for domestic cold water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01791,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Dismantling Joint - 250-400 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX dismantling joint for domestic cold water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01792,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Dismantling Joint - 32-50 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX dismantling joint for domestic cold water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01793,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Dismantling Joint - 65-100 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX dismantling joint for domestic cold water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01794,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Eccentric Reducer - 125-200 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX eccentric reducer for domestic cold water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01795,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Eccentric Reducer - 15-25 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX eccentric reducer for domestic cold water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01796,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Eccentric Reducer - 250-400 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX eccentric reducer for domestic cold water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01797,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Eccentric Reducer - 32-50 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX eccentric reducer for domestic cold water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01798,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Eccentric Reducer - 65-100 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX eccentric reducer for domestic cold water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01799,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - End Cap - 125-200 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX end cap for domestic cold water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01800,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - End Cap - 15-25 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX end cap for domestic cold water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01801,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - End Cap - 250-400 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX end cap for domestic cold water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01802,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - End Cap - 32-50 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX end cap for domestic cold water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01803,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - End Cap - 65-100 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX end cap for domestic cold water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01804,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Equal Tee - 125-200 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX equal tee for domestic cold water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01805,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Equal Tee - 15-25 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX equal tee for domestic cold water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01806,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Equal Tee - 250-400 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX equal tee for domestic cold water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01807,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Equal Tee - 32-50 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX equal tee for domestic cold water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01808,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Equal Tee - 65-100 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX equal tee for domestic cold water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01809,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Expansion Joint - 125-200 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX expansion joint for domestic cold water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01810,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Expansion Joint - 15-25 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX expansion joint for domestic cold water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01811,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Expansion Joint - 250-400 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX expansion joint for domestic cold water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01812,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Expansion Joint - 32-50 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX expansion joint for domestic cold water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01813,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Expansion Joint - 65-100 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX expansion joint for domestic cold water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01814,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Flange Adaptor - 125-200 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX flange adaptor for domestic cold water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01815,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Flange Adaptor - 15-25 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX flange adaptor for domestic cold water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
